Iter,Loss,ErrorLambda1,ErrorLambda2
2.580000000000000000e+02,3.892398905009031296e-03,1.983619332313537598e+01,2.529547652579789840e+01
2.590000000000000000e+02,3.888988401740789413e-03,1.987361311912536621e+01,2.505647960772731153e+01
2.600000000000000000e+02,3.887095255777239799e-03,1.983205676078796387e+01,2.510319058032934336e+01
2.610000000000000000e+02,3.884000703692436218e-03,1.969099044799804688e+01,2.525569978464383780e+01
2.620000000000000000e+02,3.879233263432979584e-03,1.960903406143188477e+01,2.536019601931227641e+01
2.630000000000000000e+02,3.869727486744523048e-03,1.939958333969116211e+01,2.561342712978555269e+01
2.640000000000000000e+02,3.852608613669872284e-03,1.929821968078613281e+01,2.583859947250101641e+01
2.650000000000000000e+02,3.816715441644191742e-03,1.901142597198486328e+01,2.652928696058737756e+01
2.660000000000000000e+02,3.759772982448339462e-03,1.869691014289855957e+01,2.767421049605648520e+01
2.670000000000000000e+02,3.759688697755336761e-03,1.832833290100097656e+01,2.942846864813061813e+01
2.680000000000000000e+02,3.723591100424528122e-03,1.849328875541687012e+01,2.864035081944621908e+01
2.690000000000000000e+02,3.658001311123371124e-03,1.838613748550415039e+01,2.990616990066640213e+01
2.700000000000000000e+02,3.628126811236143112e-03,1.845524907112121582e+01,3.038537795876999326e+01
2.710000000000000000e+02,3.596172668039798737e-03,1.793680787086486816e+01,3.162147054568158921e+01
2.720000000000000000e+02,3.553595859557390213e-03,1.806342601776123047e+01,3.155664864790532675e+01
2.730000000000000000e+02,3.496984485536813736e-03,1.772104501724243164e+01,3.288208163872566558e+01
2.740000000000000000e+02,3.444825299084186554e-03,1.713753342628479004e+01,3.407636402842566525e+01
2.750000000000000000e+02,3.418976906687021255e-03,1.695434451103210449e+01,3.459739691292111985e+01
2.760000000000000000e+02,3.401945345103740692e-03,1.700953841209411621e+01,3.452667945549605832e+01
2.770000000000000000e+02,3.380339825525879860e-03,1.710350513458251953e+01,3.436313984925799758e+01
2.780000000000000000e+02,3.356347326189279556e-03,1.735414862632751465e+01,3.387812400658722822e+01
2.790000000000000000e+02,3.338334150612354279e-03,1.777377128601074219e+01,3.317292437167304797e+01
2.800000000000000000e+02,3.322830190882086754e-03,1.815434098243713379e+01,3.284812731131904684e+01
2.810000000000000000e+02,3.306995611637830734e-03,1.829152703285217285e+01,3.260977407718034016e+01
2.820000000000000000e+02,3.280610311776399612e-03,1.811527609825134277e+01,3.289290723212544520e+01
2.830000000000000000e+02,3.251733724027872086e-03,1.806291937828063965e+01,3.314954694160162774e+01
2.840000000000000000e+02,3.195581492036581039e-03,1.739981770515441895e+01,3.464001171504755661e+01
2.850000000000000000e+02,3.126386087387800217e-03,1.691057085990905762e+01,3.587465601311242835e+01
2.860000000000000000e+02,3.105144482105970383e-03,1.639285683631896973e+01,3.860542657738770345e+01
2.870000000000000000e+02,3.054779721423983574e-03,1.687476038932800293e+01,3.754699075567469890e+01
2.880000000000000000e+02,3.043283708393573761e-03,1.647420525550842285e+01,3.831617842508974547e+01
