Iter,Loss,ErrorLambda1,ErrorLambda2
2.340000000000000000e+02,4.923705942928791046e-03,2.279587388038635254e+01,1.082027569275386014e+01
2.350000000000000000e+02,4.903959110379219055e-03,2.310504913330078125e+01,1.071199781498563475e+01
2.360000000000000000e+02,4.882214590907096863e-03,2.347047924995422363e+01,1.077361592228277232e+01
2.370000000000000000e+02,4.846982657909393311e-03,2.362502217292785645e+01,1.092923382740463900e+01
2.380000000000000000e+02,4.786984063684940338e-03,2.396720647811889648e+01,1.108416416105381508e+01
2.390000000000000000e+02,4.755457863211631775e-03,2.348519563674926758e+01,1.114408528343963667e+01
2.400000000000000000e+02,4.713589325547218323e-03,2.293109297752380371e+01,1.138815121247377604e+01
2.410000000000000000e+02,4.661418963223695755e-03,2.310640811920166016e+01,1.113026070808450996e+01
2.420000000000000000e+02,4.542612470686435699e-03,2.345125079154968262e+01,1.118554438032474607e+01
2.430000000000000000e+02,4.473088309168815613e-03,2.405381798744201660e+01,1.150282935661011408e+01
2.440000000000000000e+02,4.384595900774002075e-03,2.405049204826354980e+01,1.236535119614761058e+01
2.450000000000000000e+02,4.282462876290082932e-03,2.363747358322143555e+01,1.301715432307637776e+01
2.460000000000000000e+02,4.211222752928733826e-03,2.323578596115112305e+01,1.395783255820621704e+01
2.470000000000000000e+02,4.156994633376598358e-03,2.240880131721496582e+01,1.431866860415530240e+01
2.480000000000000000e+02,4.132095724344253540e-03,2.221880555152893066e+01,1.422565627599879612e+01
2.490000000000000000e+02,4.110662266612052917e-03,2.209160923957824707e+01,1.446676711061840059e+01
2.500000000000000000e+02,4.098455421626567841e-03,2.212526798248291016e+01,1.441121279854316839e+01
2.510000000000000000e+02,4.092162474989891052e-03,2.203636169433593750e+01,1.461478515659001509e+01
2.520000000000000000e+02,4.083185456693172455e-03,2.198338508605957031e+01,1.466731122834936052e+01
2.530000000000000000e+02,4.050031304359436035e-03,2.165938615798950195e+01,1.502924446281869386e+01
2.540000000000000000e+02,4.015128593891859055e-03,2.143614888191223145e+01,1.553856668850803224e+01
2.550000000000000000e+02,3.962789662182331085e-03,2.111148834228515625e+01,1.644096767346148269e+01
2.560000000000000000e+02,3.888403531163930893e-03,2.080056071281433105e+01,1.768922442376755910e+01
2.570000000000000000e+02,3.817100543528795242e-03,2.083113789558410645e+01,1.864129147573757805e+01
2.580000000000000000e+02,3.758198814466595650e-03,2.080801129341125488e+01,1.899833856399673948e+01
2.590000000000000000e+02,3.712227335199713707e-03,2.104854583740234375e+01,1.871038509415267370e+01
2.600000000000000000e+02,3.684940980747342110e-03,2.088148593902587891e+01,1.845220200615800721e+01
2.610000000000000000e+02,3.651531878858804703e-03,2.100312113761901855e+01,1.771385996334219826e+01
2.620000000000000000e+02,3.598810173571109772e-03,2.081716656684875488e+01,1.738253828858778860e+01
2.630000000000000000e+02,3.546187654137611389e-03,2.060112953186035156e+01,1.719875921144621955e+01
2.640000000000000000e+02,3.515666350722312927e-03,2.050552368164062500e+01,1.723794347079935108e+01
2.650000000000000000e+02,3.502442501485347748e-03,2.059238553047180176e+01,1.729553855352224545e+01
2.660000000000000000e+02,3.496130928397178650e-03,2.061622142791748047e+01,1.717098571270367202e+01
2.670000000000000000e+02,3.493054304271936417e-03,2.060734033584594727e+01,1.708609989418713937e+01
2.680000000000000000e+02,3.489694790914654732e-03,2.061919569969177246e+01,1.703418093340899730e+01
2.690000000000000000e+02,3.484778106212615967e-03,2.060022354125976562e+01,1.697476451774248929e+01
2.700000000000000000e+02,3.473205026239156723e-03,2.050628066062927246e+01,1.708704347631455178e+01
2.710000000000000000e+02,3.460824722424149513e-03,2.037804126739501953e+01,1.720328694273977987e+01
2.720000000000000000e+02,3.429474774748086929e-03,2.031842470169067383e+01,1.761836067453979737e+01
2.730000000000000000e+02,3.375678788870573044e-03,2.007482051849365234e+01,1.830989665508181830e+01
2.740000000000000000e+02,3.297825809568166733e-03,2.010530233383178711e+01,1.907792130466540570e+01
2.750000000000000000e+02,3.231945447623729706e-03,1.995897293090820312e+01,2.036202686122306105e+01
2.760000000000000000e+02,3.239338519051671028e-03,1.957120895385742188e+01,2.078506618168008302e+01
2.770000000000000000e+02,3.181505482643842697e-03,1.975443959236145020e+01,2.058496825394735552e+01
2.780000000000000000e+02,3.157089231535792351e-03,1.981762647628784180e+01,2.025968111605431332e+01
2.790000000000000000e+02,3.135382663458585739e-03,1.949433684349060059e+01,2.094200071302624622e+01
2.800000000000000000e+02,3.122663823887705803e-03,1.922154426574707031e+01,2.134184546816522143e+01
2.810000000000000000e+02,3.113788552582263947e-03,1.909506320953369141e+01,2.168039395797299917e+01
2.820000000000000000e+02,3.106508636847138405e-03,1.903224587440490723e+01,2.175102364031643987e+01
2.830000000000000000e+02,3.096157452091574669e-03,1.902437806129455566e+01,2.198602679217333034e+01
2.840000000000000000e+02,3.083688672631978989e-03,1.917285323143005371e+01,2.209148123814944853e+01
2.850000000000000000e+02,3.046387806534767151e-03,1.928414106369018555e+01,2.232288561165992746e+01
2.860000000000000000e+02,2.961524762213230133e-03,1.969032883644104004e+01,2.250166150914916230e+01
2.870000000000000000e+02,2.954358933493494987e-03,1.817920207977294922e+01,2.397465172676260892e+01
2.880000000000000000e+02,2.912551630288362503e-03,1.888421177864074707e+01,2.328526623572027532e+01
